Component 00000000085187,00002-00004-00011-85187,00003-00002-00002-37858,1741077421-085187,311869863-085187,1030145952-0085187,1143987562-085187,1847574411-00085187,1858591341-085187,1026190304-0000085187
Component 00000000074694,00004-00004-00009-74694,00003-00006-114673,2114519135-074694,1567122550-074694,1019725965-0074694,261846703-074694,851345981-00074694,1609286819-074694,1417819164-0000074694
Component 00000000047509,00004-00007-47509,00003-00003-00004-94748,203875542-047509,995223767-047509,1786571992-0047509,1003300632-047509,1341526801-00047509,1681368343-047509,1135021382-0000047509
Component 00000000115077,00002-00004-00001-115077,00003-00004-00008-9888,634191446-115077,21777740-115077,1556847681-0115077,996897763-115077,1911482646-00115077,1303104616-115077,1170956540-0000115077
Component 00000000020319,00004-00005-20319,00004-00002-00001-74699,1898270578-020319,655061594-020319,1559336257-0020319,1732176970-020319,1505770949-00020319,206297815-020319,2031367214-0000020319
Component 00000000000072,00002-00002-00007-72,00001-00004-00012-1936,593630335-000072,55650505-000072,1665154322-0000072,271412344-000072,813827847-00000072,540402259-000072,1521083858-0000000072
Component 00000000110744,00004-00004-00010-110744,,1881119829-110744,1441698011-110744,1002276193-0110744,2043998126-110744,2093623569-00110744,116225388-110744,1971193348-0000110744
Component 00000000025260,00004-00001-25260,00002-00002-00005-89497,2087538524-025260,1009260112-025260,2078465347-0025260,1330643070-025260,279584189-00025260,1869782276-025260,899208372-0000025260
Component 00000000045828,00003-00006-00003-45828,00002-00005-00011-47682,531593545-045828,3892490-045828,1623675082-0045828,1781637965-045828,125175946-00045828,971746669-045828,2008769548-0000045828
Component 00000000109717,00002-00006-00010-109717,00002-00003-106967,1308953597-109717,768562020-109717,228170443-0109717,1943507700-109717,350498291-00109717,1139961665-109717,918584033-0000109717
Component 00000000083576,00001-00003-00012-83576,00003-00004-00009-8628,311333088-083576,1031927041-083576,1752520994-0083576,1974143280-083576,518657162-00083576,540104480-083576,1093053212-0000083576
Component 00000000116740,00001-116740,00003-00003-00008-56493,1826234094-116740,1616822929-116740,1407411764-0116740,1333469003-116740,233041181-00116740,364432762-116740,251728356-0000116740
Component 00000000047298,00003-00006-00004-47298,00003-00002-00011-88853,772397941-047298,1079228418-047298,1386058895-0047298,1695032370-047298,160879985-00047298,467875308-047298,2016824877-0000047298
Component 00000000037321,00001-00004-00011-37321,00002-00005-56555,760406269-037321,2059081576-037321,1210273236-0037321,395391072-037321,344465478-00037321,819795242-037321,1364471672-0000037321
Component 00000000015223,00003-00005-15223,00001-00003-00005-55541,1803947430-015223,743900914-015223,1831338045-0015223,1931298932-015223,789080571-00015223,313838543-015223,1610444271-0000015223
Component 00000000026521,00001-00005-00001-26521,00012-1260,1156673539-026521,776785432-026521,396897325-0026521,985711349-026521,737668237-00026521,101913579-026521,184690029-0000026521
Component 00000000038707,00002-00004-00006-38707,00003-00004-00012-95393,1246403281-038707,1663040583-038707,2079677885-0038707,2125959605-038707,42773095-00038707,1917640954-038707,1547546913-0000038707
Component 00000000079470,00006-00001-79470,00003-00010-1323,2027992123-079470,1372334355-079470,716676587-0079470,293361433-079470,1424166626-00079470,621190317-079470,316143109-0000079470
Component 00000000005501,00001-00006-00002-5501,1436259974,1352545743-005501,1322266180-005501,1291986617-0005501,957728761-005501,1109126576-00005501,2046610366-005501,1118503109-0000005501
Component 00000000050117,00002-00004-00002-50117,00003-00001-44213,1136362717-050117,1804921296-050117,325996228-0050117,275457270-050117,1227631669-00050117,1014919804-050117,1137430055-0000050117
Component 00000000006714,00004-00001-00006-6714,00003-00004-00007-64383,1161873333-006714,1367727928-006714,1573582523-0006714,1482144779-006714,452871804-00006714,305475658-006714,859806925-0000006714
Component 00000000011318,00003-00006-00008-11318,00001-00006-00007-69726,864124484-011318,1961623968-011318,911639805-0011318,405758283-011318,1360711804-00011318,2004492188-011318,189267795-0000011318
Component 00000000118266,00001-00001-00005-118266,00001-00006-00002-99231,997378435-118266,814676538-118266,631974641-0118266,1800012842-118266,566038680-00118266,817621967-118266,726305767-0000118266
Component 00000000062513,00003-00003-00009-62513,00004-00005-00003-20634,374927332-062513,1567948052-062513,613485125-0062513,254373783-062513,731721124-00062513,1805347070-062513,702136091-0000062513
Component 00000000011514,00004-00006-00009-11514,00002-00006-00009-15882,321701449-011514,1500883428-011514,532581760-0011514,603710785-011514,1150251831-00011514,1087861619-011514,926755654-0000011514
Component 00000000121768,00003-00003-00010-121768,00002-00007-73717,885790794-121768,1194755119-121768,1503719444-0121768,1911916851-121768,367095226-00121768,683692865-121768,1301904139-0000121768
Component 00000000034422,00002-00003-00011-34422,00003-00006-00006-98923,2093648023-034422,998378494-034422,2050592612-0034422,1586425218-034422,620321922-00034422,1060318159-034422,817620480-0000034422
Component 00000000087404,00004-00002-00005-87404,00001-00002-00001-99906,633824939-087404,1074617173-087404,1515409407-0087404,537411818-087404,480934295-00087404,317015701-087404,1311357353-0000087404
Component 00000000108295,00005-00005-108295,00001-00010-67116,751408485-108295,1147264379-108295,1543120273-0108295,623066521-108295,791270698-00108295,425138574-108295,335671353-0000108295
Component 00000000048420,00001-00008-48420,00005-00006-120230,362797809-048420,88235971-048420,1961157780-0048420,2078934195-048420,1304259738-00048420,68731467-048420,213020399-0000048420
Component 00000000061380,00004-00007-61380,00002-00012-112462,1378260199-061380,2100521673-061380,675299500-0061380,2048203336-061380,584379613-00061380,1687072599-061380,1625828191-0000061380
Component 00000000033559,00004-00001-00006-33559,00001-00001-00011-74761,694735537-033559,2061795639-033559,1281372094-0033559,425157427-033559,32307858-00033559,1889111023-033559,1332546575-0000033559
Component 00000000026698,00003-00009-26698,00003-00001-00002-6203,1148922216-026698,1472133037-026698,1795343858-0026698,718519682-026698,1249949224-00026698,1630656095-026698,577345251-0000026698
Component 00000000023632,00002-00011-23632,00004-00001-00001-38039,1325270664-023632,1807770023-023632,142785735-0023632,30427635-023632,1912898134-00023632,862919779-023632,469661036-0000023632
Component 00000000075661,00001-00005-00001-75661,00003-00001-00008-18208,375409268-075661,947831135-075661,1520253002-0075661,1294324230-075661,579698542-00075661,2081855120-075661,1344578365-0000075661
Component 00000000005565,00001-5565,00003-00001-00007-32208,742730818-005565,1929444598-005565,968674731-0005565,316290679-005565,825172720-00005565,1870417436-005565,2012802738-0000005565
Component 00000000089173,00003-00006-89173,00003-00004-25883,1398735184-089173,2072984002-089173,599749173-0089173,1887548152-089173,663787709-00089173,1550423743-089173,10578095-0000089173
Component 00000000062217,00002-00001-00012-62217,00001-00003-12405,502775189-062217,1441409951-062217,232561066-0062217,929404559-062217,531198043-00062217,460087178-062217,408675659-0000062217
Component 00000000061291,00001-00006-00009-61291,00005-00008-109975,287878257-061291,1120153418-061291,1952428579-0061291,924776096-061291,1058367585-00061291,1582380339-061291,1906973569-0000061291
Component 00000000010971,00001-00002-00012-10971,00004-00006-00003-60024,675659427-010971,2073266452-010971,1323389830-0010971,813865259-010971,268281075-00010971,1188803570-010971,392019806-0000010971
Component 00000000036282,00002-00001-00012-36282,00005-00011-27480,1518622848-036282,1238665218-036282,958707588-0036282,825579675-036282,77884178-00036282,965558490-036282,1948910830-0000036282
Component 00000000099346,00001-00002-99346,00002-00003-00012-63647,1065679249-099346,102750528-099346,1287305454-0099346,534534691-099346,1054211002-00099346,2089740875-099346,166623381-0000099346
Component 00000000065644,00004-00005-00007-65644,00004-00003-00007-108349,748760331-065644,593709083-065644,438657835-0065644,1818709391-065644,446481984-00065644,1896235015-065644,671005524-0000065644
Component 00000000049782,00002-00005-00005-49782,00004-00003-00009-34849,126561989-049782,798187720-049782,1469813451-0049782,1561897061-049782,351252053-00049782,152342372-049782,1395670716-0000049782
Component 00000000053885,00006-53885,00004-00003-26159,217415165-053885,1593884621-053885,822870430-0053885,404190724-053885,2111778032-00053885,1863439643-053885,1262369846-0000053885
Component 00000000032074,00004-00003-32074,00003-00001-33190,537706716-032074,360710494-032074,183714272-0032074,543324537-032074,1428305647-00032074,631822648-032074,1762716269-0000032074
Component 00000000036538,00003-00005-00008-36538,00004-00006-34664,1401148761-036538,1889252411-036538,229872414-0036538,1451855669-036538,1158821066-00036538,1207803844-036538,2077087736-0000036538
Component 00000000077775,00005-00009-77775,00001-00008-77371,233797833-077775,1216327100-077775,51372720-0077775,1715568872-077775,1097889831-00077775,150562415-077775,1197896058-0000077775
Component 00000000069288,00003-00002-00011-69288,00002-00006-86827,1422160112-069288,419573771-069288,1564471077-0069288,1115104631-069288,1833069042-00069288,542655978-069288,1626210839-0000069288
Component 00000000057882,00002-00006-00006-57882,00004-00001-00007-14554,1986140329-057882,220289235-057882,601921788-0057882,94224503-057882,333545385-00057882,977150050-057882,1656931296-0000057882
Component 00000000045948,00003-00006-45948,00003-00005-00003-51028,831209028-045948,1292000736-045948,1752792444-0045948,1704770396-045948,1548295503-00045948,1474374542-045948,311939658-0000045948
Component 00000000056328,00003-00006-00012-56328,00004-00001-00002-94564,1868304362-056328,1209517212-056328,550730062-0056328,2129382292-056328,1128350748-00056328,311292220-056328,1112315786-0000056328
Component 00000000102959,00004-00003-00012-102959,00003-41265,395016129-102959,902041456-102959,1409066783-0102959,289682548-102959,2049523207-00102959,1109911708-102959,830509726-0000102959
Component 00000000050333,00003-00003-00010-50333,00001-00001-00003-50261,1449471400-050333,429416502-050333,1556845251-0050333,1368932728-050333,26756277-00050333,1878960177-050333,39834407-0000050333
Component 00000000100681,00001-00009-100681,00001-00003-00005-101041,1502271506-100681,2120314647-100681,590874141-0100681,338850963-100681,1543602552-00100681,1103571216-100681,1135173238-0000100681
Component 00000000104540,00002-00007-104540,00002-00004-00010-85537,23460245-104540,251396876-104540,479333507-0104540,1414710437-104540,275027282-00104540,227000298-104540,698718440-0000104540
Component 00000000000423,00003-00003-00007-423,00001-00003-11791,694959344-000423,1816556607-000423,790670223-0000423,331593601-000423,1166058227-00000423,844536793-000423,1559914387-0000000423
Component 00000000038228,00003-00001-00008-38228,00001-00004-00007-81946,1004721840-038228,347536480-038228,1837834767-0038228,1343486585-038228,334446091-00038228,1672079265-038228,1797154967-0000038228
Component 00000000076286,00001-00002-76286,00002-00005-00005-35677,1517844214-076286,1642627015-076286,1767409816-0076286,53617298-076286,1577186940-00076286,1064967721-076286,379243508-0000076286
Component 00000000001749,00004-00006-00007-1749,00001-00004-48910,542429142-001749,86574594-001749,1778203693-0001749,2055803681-001749,40109127-00001749,136247308-001749,81690233-0000001749
Component 00000000022978,00003-00004-00007-22978,00002-00006-00006-25577,65437450-022978,1396085154-022978,579249211-0022978,177341684-022978,2114037752-00022978,1659501479-022978,49125215-0000022978
Component 00000000037252,00002-00005-00007-37252,00001-00008-54621,404551521-037252,960304712-037252,1516057903-0037252,515035697-037252,2031237036-00037252,1310900925-037252,1800754692-0000037252
Component 00000000107681,00001-00002-107681,00004-00002-00008-49954,1929116712-107681,1443762244-107681,958407776-0107681,2011745131-107681,143550177-00107681,106938718-107681,108188710-0000107681
Component 00000000031626,00001-00010-31626,00004-00005-00003-20634,975675468-031626,717327093-031626,458978718-0031626,256939339-031626,1548681214-00031626,1459855350-031626,1579022342-0000031626
Component 00000000014529,00004-00004-00008-14529,00002-00006-00002-36077,1864732583-014529,283693681-014529,850138426-0014529,346273481-014529,1809017050-00014529,1136792932-014529,10936082-0000014529
Component 00000000098414,00004-00001-00004-98414,00001-00005-00011-37581,857455247-098414,1721176318-098414,437413742-0098414,871996074-098414,848358013-00098414,1513877362-098414,1261414630-0000098414
Component 00000000048402,00002-00004-00003-48402,00004-00004-00009-119739,1485880959-048402,1349433720-048402,1212986481-0048402,236898985-048402,919135180-00048402,1378864428-048402,107715284-0000048402
Component 00000000003979,00004-00003-00001-3979,00002-00001-00012-111357,101788207-003979,1689904421-003979,1130536988-0003979,1963496941-003979,465366812-00003979,1169438834-003979,1782486303-0000003979
Component 00000000035239,00004-00001-00009-35239,00002-00006-00004-121827,1125321767-035239,719032982-035239,312744197-0035239,1821410341-035239,1705370619-00035239,950812910-035239,1902514663-0000035239
