Component 00000000092151,00001-00003-00007-92151,00005-109270,515055907-092151,1245366982-092151,1975678057-0092151,501662869-092151,1145074788-00092151,1210249155-092151,1685218635-0000092151
Component 00000000122983,00003-00003-122983,00005-00004-107735,1248408814-122983,1801739544-122983,207586627-0122983,167661808-122983,1695975452-00122983,2038480090-122983,440990977-0000122983
Component 00000000004375,00007-4375,00001-00002-122410,158235815-004375,1548798500-004375,791877538-0004375,2102274804-004375,1591912320-00004375,333251638-004375,450643412-0000004375
Component 00000000060426,00001-00002-00002-60426,00003-00005-00009-85783,985689926-060426,255894826-060426,1673583373-0060426,2097849575-060426,1451857781-00060426,315263478-060426,1951244573-0000060426
Component 00000000004454,00004-00002-00008-4454,00001-00005-00010-1076,1995389827-004454,2132633882-004454,122394290-0004454,1135533730-004454,449313455-00004454,2140653526-004454,1708343336-0000004454
Component 00000000071716,00001-00001-00008-71716,00002-00004-00009-31287,797118801-071716,2024138522-071716,1103674596-0071716,1251774977-071716,1559127313-00071716,1712006940-071716,2070419697-0000071716
Component 00000000030004,00004-00002-30004,00004-00004-00004-98739,1960708802-030004,528577791-030004,1243930427-0030004,148089649-030004,866293763-00030004,1937896978-030004,2057159855-0000030004
Component 00000000053360,00006-00008-53360,00005-00006-11485,1681397960-053360,815878110-053360,2097841907-0053360,505874528-053360,538506484-00053360,938634453-053360,92734665-0000053360
Component 00000000055292,00002-00006-00003-55292,00002-00006-00010-65582,1069366236-055292,847254948-055292,625143660-0055292,1034387003-055292,2144943443-00055292,1145442647-055292,704177995-0000055292
Component 00000000023453,00003-00003-00001-23453,00001-00002-00005-38901,1010368567-023453,445218290-023453,2027551660-0023453,444125720-023453,1122393458-00023453,1800442682-023453,115067540-0000023453
Component 00000000007987,00002-00005-7987,00003-00003-00002-99998,216856543-007987,1181136916-007987,2145417289-0007987,813556223-007987,287121652-00007987,1405157860-007987,456845079-0000007987
Component 00000000009605,00001-00011-9605,00002-00012-21800,624689514-009605,2133048448-009605,1493923735-0009605,765653815-009605,1813793733-00009605,11474348-009605,855736377-0000009605
Component 00000000096099,00004-00003-00003-96099,00004-00005-00009-8979,723631844-096099,1058818146-096099,1394004448-0096099,1947781962-096099,271850452-00096099,1780188811-096099,1309572074-0000096099
Component 00000000050614,00004-00004-00005-50614,00006-00010-58120,872358353-050614,917993402-050614,963628451-0050614,2011916406-050614,1783741161-00050614,915357058-050614,1421991484-0000050614
Component 00000000008157,00002-00002-00006-8157,00003-00005-00008-104788,1904375096-008157,255668780-008157,754446111-0008157,1399013709-008157,1052610701-00008157,75883220-008157,942773718-0000008157
Component 00000000092011,00001-00003-00010-92011,00001-00006-105371,1857942224-092011,157865-092011,289857153-0092011,875972163-092011,1574959370-00092011,731122519-092011,1484704773-0000092011
Component 00000000011912,00002-00005-00004-11912,00003-00004-86398,1963583076-011912,2083412515-011912,55758307-0011912,259118103-011912,1807454555-00011912,1272945207-011912,1517758171-0000011912
Component 00000000096112,00002-00002-00003-96112,00002-00003-00010-96652,1432462240-096112,549620908-096112,1814263223-0096112,1564330578-096112,1683569944-00096112,2005751244-096112,1256062963-0000096112
Component 00000000077642,00002-00005-00006-77642,00002-00005-00003-73687,2147437867-077642,1593710201-077642,1039982535-0077642,1061449830-077642,1682604513-00077642,1338313663-077642,953515612-0000077642
Component 00000000014496,00001-00006-00001-14496,00001-00003-35155,1488213822-014496,991326989-014496,494440156-0014496,2085264362-014496,274731233-00014496,1259965955-014496,2037319280-0000014496
Component 00000000032154,00004-00003-00005-32154,00001-00002-00002-35401,1026549602-032154,1391207365-032154,1755865128-0032154,458840108-032154,783034940-00032154,1350253050-032154,91631469-0000032154
Component 00000000042436,00001-00002-00004-42436,00004-00002-00011-76204,1124846274-042436,478699250-042436,1980035873-0042436,1998970315-042436,934738141-00042436,174560180-042436,622196128-0000042436
Component 00000000080370,00003-00004-80370,00003-00005-00008-26528,633317605-080370,1627519863-080370,474238474-0080370,1607486884-080370,931442888-00080370,1110385755-080370,779099787-0000080370
Component 00000000042120,00001-42120,00004-00006-67424,1520528556-042120,1096308214-042120,672087872-0042120,273194792-042120,246812855-00042120,485304963-042120,453716697-0000042120
Component 00000000044367,00002-00001-00011-44367,00002-00002-00010-6757,55092826-044367,1747499290-044367,1292422107-0044367,532427744-044367,660330012-00044367,1833708159-044367,464234070-0000044367
Component 00000000103975,00004-00001-103975,00003-00002-69695,982718610-103975,882534971-103975,782351332-0103975,1492521236-103975,1993439431-00103975,468871232-103975,463830261-0000103975
Component 00000000054481,00001-00011-54481,00002-00001-00001-42862,860477561-054481,1246021018-054481,1631564475-0054481,1305724226-054481,1525490588-00054481,39210674-054481,1961332093-0000054481
Component 00000000004248,00003-00006-00010-4248,00003-00002-00002-118848,1448718845-004248,2079255666-004248,562308840-0004248,891241782-004248,2033524971-00004248,1649715195-004248,1283585013-0000004248
Component 00000000091545,00006-00012-91545,00003-00002-00001-92353,674602129-091545,1104077774-091545,1533553419-0091545,1103076265-091545,1103181687-00091545,1962080266-091545,479430206-0000091545
Component 00000000095484,00004-00004-00012-95484,00003-00006-00008-8133,1006462996-095484,1204909879-095484,1403356762-0095484,967460410-095484,2122709642-00095484,1941978792-095484,713139165-0000095484
Component 00000000085491,00001-00003-85491,00001-00005-00012-46331,562262903-085491,1727245480-085491,744744410-0085491,155601242-085491,773139298-00085491,646851777-085491,267173647-0000085491
Component 00000000122277,00002-00001-00012-122277,00002-88025,639615611-122277,1862674914-122277,938250570-0122277,902191514-122277,1229345940-00122277,1364403686-122277,1725237802-0000122277
Component 00000000087051,00001-00006-00003-87051,00004-00006-00007-90019,310569635-087051,437800311-087051,565030987-0087051,38806480-087051,1550136747-00087051,2122674789-087051,1194958476-0000087051
Component 00000000082797,00002-00001-82797,00005-00012-94470,83152397-082797,2132620625-082797,2034605206-0082797,698113693-082797,1188190788-00082797,1820863226-082797,1287079340-0000082797
Component 00000000064854,00004-00006-00010-64854,00002-00009-86212,277169988-064854,1232385838-064854,40118041-0064854,1507982126-064854,1026870170-00064854,1030374201-064854,1387503416-0000064854
Component 00000000121868,00003-00005-00006-121868,00002-00006-00002-76572,1972659308-121868,1095199804-121868,217740300-0121868,218062657-121868,310392883-00121868,656792409-121868,1939392757-0000121868
Component 00000000104787,00002-00004-00007-104787,00003-00002-92445,1180921662-104787,1453192460-104787,1725463258-0104787,1501153483-104787,139799493-00104787,1365018084-104787,1050026138-0000104787
Component 00000000106272,00002-00005-00010-106272,00002-00002-00011-10502,1012025230-106272,324613788-106272,1784685993-0106272,2032308645-106272,1174398561-00106272,228530719-106272,1092360922-0000106272
Component 00000000074748,00003-00002-00011-74748,00001-00002-00004-116146,1014382489-074748,1574215913-074748,2134049337-0074748,249016142-074748,1744816316-00074748,2116583077-074748,1530436823-0000074748
Component 00000000010503,00003-00003-00012-10503,00004-00010-46914,1684053105-010503,1503893567-010503,1323734029-0010503,1536250100-010503,289564143-00010503,1626329869-010503,175845761-0000010503
Component 00000000099837,00002-00003-00010-99837,00001-00002-00012-77401,762435866-099837,1476070895-099837,42222277-0099837,2087738244-099837,667046746-00099837,657178906-099837,101108669-0000099837
Component 00000000095117,00002-00001-00009-95117,00004-00006-00004-68774,1714786831-095117,1156566722-095117,598346613-0095117,1484657132-095117,2128274030-00095117,690025363-095117,1947580886-0000095117
Component 00000000039776,00001-00002-00009-39776,00002-00002-00010-1752,414104708-039776,1344408014-039776,127227673-0039776,436658462-039776,80109226-00039776,2118990456-039776,1243625455-0000039776
Component 00000000065441,00001-00005-00012-65441,00004-00008-102669,2011452052-065441,1966880255-065441,1922308458-0065441,923461721-065441,1146320706-00065441,2019489443-065441,659288451-0000065441
Component 00000000073203,00003-00004-73203,00004-00002-72919,153771891-073203,1891883245-073203,1482510952-0073203,700310327-073203,599688145-00073203,1978738297-073203,1501623124-0000073203
Component 00000000040707,00002-00002-00004-40707,00003-00011-27818,867250859-040707,1862966827-040707,711199148-0040707,1914835073-040707,1231222527-00040707,1416977089-040707,2088143059-0000040707
Component 00000000066166,00001-00002-00009-66166,00003-00001-00009-122963,413451328-066166,309692573-066166,205933818-0066166,749860828-066166,1268654603-00066166,1875482029-066166,1251465525-0000066166
Component 00000000094482,00002-00003-00011-94482,00003-00003-00012-50998,1480879115-094482,1744649346-094482,2008419577-0094482,315091613-094482,1143724105-00094482,1256948321-094482,654029639-0000094482
Component 00000000062390,00006-00003-62390,00001-00004-00010-17196,591496797-062390,522713535-062390,453930273-0062390,1550475884-062390,1894392194-00062390,1584867515-062390,670920874-0000062390
Component 00000000092567,00002-00006-00007-92567,00001-00002-4110,1975278401-092567,515859735-092567,1203924716-0092567,2060433451-092567,767592193-00092567,642659137-092567,1221462521-0000092567
Component 00000000122093,00003-00006-00010-122093,00002-00008-82805,1186094302-122093,1621331087-122093,2056567872-0122093,1893983728-122093,1865283450-00122093,602623512-122093,1924037384-0000122093
Component 00000000123055,00002-00010-123055,00002-00004-00007-109792,1522244083-123055,664557317-123055,1954354198-0123055,726625225-123055,720091761-00123055,1155468608-123055,522984442-0000123055
Component 00000000097403,00003-00005-00007-97403,00003-00003-9243,1464265330-097403,840718843-097403,217172356-0097403,213289945-097403,1183538733-00097403,1598805012-097403,188968307-0000097403
Component 00000000066117,00002-00002-00012-66117,00002-00006-00006-121582,2126084940-066117,848125059-066117,1717648825-0066117,1348314651-066117,1295663115-00066117,913552768-066117,423666458-0000066117
Component 00000000040216,00001-00001-00007-40216,00006-00007-14125,908465991-040216,731579543-040216,554693095-0040216,919407851-040216,1803840091-00040216,1007851075-040216,706318355-0000040216
Component 00000000007158,00003-00004-00008-7158,00001-00006-00003-11521,1695232342-007158,331801888-007158,1115855081-0007158,2140848380-007158,368066062-00007158,675079960-007158,973185944-0000007158
Component 00000000039686,00001-00003-00010-39686,00004-00006-00007-122779,1895903398-039686,948744227-039686,1585056-0039686,2129582015-039686,422926929-00039686,1529419777-039686,1862009477-0000039686
Component 00000000081110,00001-00003-81110,00001-00006-00005-47221,1348352681-081110,1159543612-081110,970734543-0081110,1854789246-081110,651350944-00081110,875451957-081110,1947718075-0000081110
Component 00000000053837,00002-00004-53837,00004-00010-24840,1611846524-053837,776111386-053837,2087859895-0053837,1880881624-053837,1764590020-00053837,151265546-053837,408349182-0000053837
Component 00000000117171,00001-00005-00002-117171,00004-00002-68590,2102762747-117171,1252992979-117171,403223211-0117171,1691118292-117171,1644999838-00117171,2116003176-117171,467634008-0000117171
Component 00000000003278,00003-00002-00002-3278,00004-00002-00007-91709,354147666-003278,1403571862-003278,305512411-0003278,1859097291-003278,906943605-00003278,1334385193-003278,2135578523-0000003278
Component 00000000060366,00001-00005-00007-60366,00004-00003-00010-84094,521671868-060366,535706668-060366,549741468-0060366,1202359668-060366,1132185668-00060366,1195342268-060366,1060762013-0000060366
Component 00000000071530,00004-00004-71530,00002-00004-00011-26037,71385098-071530,42717975-071530,14050852-0071530,1902255103-071530,2045590718-00071530,842846841-071530,1927932868-0000071530
Component 00000000062742,00002-00001-00004-62742,00002-00006-00003-27082,249901192-062742,145949257-062742,41997322-0062742,576941462-062742,1096701137-00062742,1702659253-062742,1636064058-0000062742
Component 00000000046588,00003-00003-00009-46588,00003-00001-00006-68958,645938746-046588,428137160-046588,210335574-0046588,819980060-046588,1908987990-00046588,928880853-046588,1630021267-0000046588
Component 00000000010033,00003-00002-00010-10033,,1972135681-010033,288252893-010033,751853752-0010033,1908199049-010033,1737678401-00010033,602656796-010033,1379238132-0000010033
Component 00000000053550,00003-53550,00001-00003-16796,1456854799-053550,1385544834-053550,1314234869-0053550,1219546967-053550,1576096792-00053550,181460126-053550,2008107438-0000053550
Component 00000000082565,00002-82565,00002-00005-87932,630760792-082565,881023954-082565,1131287116-0082565,2031105914-082565,779790104-00082565,1905974333-082565,1707034220-0000082565
Component 00000000059400,00005-00003-59400,00002-00006-00007-57077,596576-059400,2073193081-059400,1998305939-0059400,663537483-059400,1037973193-00059400,700981054-059400,909146631-0000059400
Component 00000000058329,00004-00005-00011-58329,00002-00006-00003-27082,1701981611-058329,624528252-058329,1694558540-0058329,2058843051-058329,1003658905-00058329,1523827907-058329,805958348-0000058329
