Component 00000000093179,00004-00002-00008-93179,00004-00001-00007-14554,1849172044-093179,1113719188-093179,378266332-0093179,539446880-093179,2069227513-00093179,907173308-093179,1847140194-0000093179
Component 00000000019086,00001-00004-00002-19086,00001-00004-00008-40191,579225283-019086,235151554-019086,2038561472-0019086,2145260426-019086,1718145424-00019086,1243555467-019086,1467121540-0000019086
Component 00000000034856,00001-00003-00003-34856,00001-00003-00005-111051,461738002-034856,879625085-034856,1297512168-0034856,328166881-034856,386215113-00034856,1192965163-034856,1953662110-0000034856
Component 00000000018033,00003-00001-00002-18033,00002-00005-00001-10687,1480195491-018033,1438785224-018033,1397374957-0018033,545539365-018033,752590700-00018033,1639986322-018033,519603175-0000018033
Component 00000000107667,00002-00001-107667,00002-00012-49555,477371573-107667,1456212015-107667,287568810-0107667,706492776-107667,107257860-00107667,217072555-107667,1485530437-0000107667
Component 00000000072226,00001-00011-72226,00003-00011-45563,897270783-072226,1031555117-072226,1165839451-0072226,967610041-072226,296188371-00072226,900467874-072226,501577995-0000072226
Component 00000000074740,00001-00003-74740,1436259974,1232204054-074740,1105167975-074740,978131896-0074740,439663340-074740,1074843735-00074740,1576923203-074740,1099599030-0000074740
Component 00000000051267,00002-00006-00008-51267,00004-00005-76419,1204438648-051267,973232809-051267,742026970-0051267,1802115515-051267,810661063-00051267,843976611-051267,2081205077-0000051267
Component 00000000042526,00001-00001-00003-42526,00003-00003-00012-78753,675030886-042526,1701002495-042526,579490457-0042526,2116271865-042526,1281381114-00042526,529544237-042526,120906049-0000042526
Component 00000000088504,00004-00003-88504,00001-00004-00010-7186,373977999-088504,890114627-088504,1406251255-0088504,1784284340-088504,1351084847-00088504,1526216026-088504,1186461865-0000088504
Component 00000000113801,00001-00002-00012-113801,00001-00006-00005-97726,1365395304-113801,1693950843-113801,2022506382-0113801,1194211593-113801,1698917545-00113801,2103675647-113801,596368334-0000113801
Component 00000000095306,00001-00001-00003-95306,00002-00007-74055,1069763712-095306,778745876-095306,487728040-0095306,1987784195-095306,1295389728-00095306,2133293113-095306,1603139839-0000095306
Component 00000000095758,00003-00005-95758,,1431665028-095758,1678034515-095758,1924404002-0095758,1569425089-095758,337577654-00095758,372498522-095758,1913226575-0000095758
Component 00000000030159,00004-00003-00012-30159,00003-00002-00008-103098,1977642622-030159,1941528136-030159,1905413650-0030159,226090051-030159,406662481-00030159,244147294-030159,2073009605-0000030159
Component 00000000029181,00001-00005-00009-29181,00003-00001-00001-75713,1132828164-029181,1320839523-029181,1508850882-0029181,587702664-029181,1795129516-00029181,1567438808-029181,1962007019-0000029181
Component 00000000030664,00004-00004-00010-30664,00003-00003-00006-117253,1834880895-030664,925798152-030664,16715409-0030664,1767782623-030664,2018229044-00030664,1148582171-030664,1028015821-0000030664
Component 00000000097411,00001-00006-00002-97411,00003-00001-00007-9458,288037046-097411,610309665-097411,932582284-0097411,1959615362-097411,348252267-00097411,724737229-097411,1118066960-0000097411
Component 00000000005263,00003-00006-00011-5263,00005-00010-23735,268424337-005263,826907314-005263,1385390291-0005263,511303134-005263,2013855543-00005263,1305803469-005263,1068335786-0000005263
Component 00000000075987,00002-00002-00002-75987,00002-00006-00001-27327,1079660961-075987,1153040650-075987,1226420339-0075987,1417350407-075987,1050451962-00075987,306918739-075987,1686831196-0000075987
Component 00000000026181,00001-00001-00012-26181,00001-00001-00011-115256,1423977182-026181,1461153125-026181,1498329068-0026181,5784947-026181,1967388879-00026181,1060938799-026181,149377177-0000026181
Component 00000000030390,00003-00009-30390,00003-00002-00005-109608,932111607-030390,6757697-030390,1228887434-0030390,1149603559-030390,1481405815-00030390,1612280514-030390,2006297405-0000030390
Component 00000000040708,00003-00003-00005-40708,00004-00003-00003-27849,2029698492-040708,291669733-040708,701124621-0040708,413424090-040708,513633297-00040708,208696646-040708,1098743367-0000040708
Component 00000000003864,00004-00003-3864,00004-00005-108134,378985572-003864,2146427543-003864,1766385867-0003864,1274317109-003864,1027041842-00003864,1464337947-003864,436564009-0000003864
Component 00000000058902,00002-00004-00012-58902,00002-00001-00012-43107,1288805037-058902,610184143-058902,2079046896-0058902,587946383-058902,1833567206-00058902,927256830-058902,630943799-0000058902
Component 00000000109127,00002-00004-00005-109127,00004-00002-00008-90449,311687525-109127,122940753-109127,2081677628-0109127,1894887318-109127,691137531-00109127,1989260704-109127,523282939-0000109127
Component 00000000075118,00003-00001-00004-75118,00001-00001-00008-3011,486420429-075118,508404241-075118,530388053-0075118,1552635311-075118,1442716251-00075118,1541643405-075118,212293152-0000075118
Component 00000000117646,00001-00004-00009-117646,00004-00005-00010-81884,1551477666-117646,1927914216-117646,156867119-0117646,481297518-117646,746598415-00117646,293079243-117646,1440009080-0000117646
Component 00000000045451,00001-00003-45451,00001-00006-37121,1548940612-045451,1794669363-045451,2040398114-0045451,1655624977-045451,426981222-00045451,459018778-045451,2055368623-0000045451
Component 00000000000575,00001-00003-575,00004-00006-16029,1416479339-000575,1439539216-000575,1462599093-0000575,1461141550-000575,1345842165-00000575,375869788-000575,1087077213-0000000575
Component 00000000048514,00004-00004-00011-48514,,1224346105-048514,1635813435-048514,2047280765-0048514,1853158787-048514,1943305784-00048514,1647425122-048514,714649606-0000048514
Component 00000000067661,00001-00006-00009-67661,00001-00003-00008-41296,2068558465-067661,545139192-067661,1169203566-0067661,123425899-067661,1298071323-00067661,1958877359-067661,1786852105-0000067661
Component 00000000005857,00002-00005-00007-5857,00006-00010-40375,1218179314-005857,1345375689-005857,1472572064-0005857,2018494384-005857,1382512509-00005857,881154373-005857,1945918857-0000005857
Component 00000000089539,00004-00002-00008-89539,00002-00001-00006-36107,863161744-089539,1934807057-089539,858968723-0089539,224610073-089539,1308834449-00089539,762529240-089539,1038960048-0000089539
Component 00000000060617,00002-00004-00011-60617,00004-00004-91095,558066977-060617,306044782-060617,54022587-0060617,146150578-060617,1406261553-00060617,1345903499-060617,1516611720-0000060617
Component 00000000114594,00004-00004-00012-114594,00001-00004-00010-60876,1799670129-114594,1433119342-114594,1066568555-0114594,128084312-114594,1960838247-00114594,1385101529-114594,590322096-0000114594
Component 00000000116233,00003-00005-116233,00002-00008-42310,853915123-116233,1269719109-116233,1685523095-0116233,1693055621-116233,1761519338-00116233,1485153628-116233,1728372355-0000116233
Component 00000000110487,00002-00006-110487,00001-00006-00010-4976,1725931457-110487,2125472425-110487,377529746-0110487,1776315582-110487,1926094389-00110487,1576545098-110487,587810421-0000110487
Component 00000000085153,00003-00005-00003-85153,00004-00005-00006-36874,781166941-085153,363695048-085153,2093706802-0085153,934874777-085153,874750595-00085153,69868900-085153,247396299-0000085153
Component 00000000044764,00004-00006-00005-44764,00006-00008-17870,1607509128-044764,1210419789-044764,813330450-0044764,602287186-044764,440250234-00044764,1874573679-044764,496994662-0000044764
Component 00000000115007,00002-00004-00009-115007,00005-00003-7985,398180918-115007,918200831-115007,1438220744-0115007,923084758-115007,470468840-00115007,1736816625-115007,1048588935-0000115007
Component 00000000120096,00001-00004-00002-120096,00003-00001-00009-26958,40299959-120096,826314195-120096,1612328431-0120096,1654768406-120096,2019664520-00120096,1261761288-120096,927272272-0000120096
Component 00000000056043,00003-00001-56043,00001-00005-00001-86581,654135466-056043,163713492-056043,1820775165-0056043,490989844-056043,795616067-00056043,736200831-056043,843592437-0000056043
Component 00000000119677,00002-00005-00012-119677,00003-00001-00001-15198,206022074-119677,361227204-119677,516432334-0119677,1291019938-119677,514994288-00119677,1213417373-119677,1068994316-0000119677
Component 00000000037407,00002-00006-00006-37407,00005-00012-58980,1803671791-037407,815174206-037407,1974160268-0037407,32437329-037407,679957960-00037407,1600427945-037407,726816869-0000037407
Component 00000000045461,00001-00003-45461,00003-00006-00001-37428,285945831-045461,1072693499-045461,1859441167-0045461,1935985730-045461,149731037-00045461,1542611896-045461,1709558917-0000045461
Component 00000000051971,00001-00003-00010-51971,00004-00005-00007-96129,579081051-051971,2056759994-051971,1386955290-0051971,305807612-051971,1507347485-00051971,640709964-051971,763441430-0000051971
Component 00000000022047,00002-00004-00012-22047,00004-00001-00009-123054,492616402-022047,1908005795-022047,1175911541-0022047,1493267082-022047,858771058-00022047,1859314209-022047,292993551-0000022047
Component 00000000070424,00004-00004-00003-70424,00001-00001-118665,1585105633-070424,498922766-070424,1560223546-0070424,1518585935-070424,507049329-00070424,987935545-070424,598649884-0000070424
Component 00000000041340,00005-41340,00003-00005-00007-45533,510797832-041340,622116692-041340,733435552-0041340,1614795248-041340,1058200948-00041340,1559135818-041340,1983968605-0000041340
Component 00000000121975,00009-121975,00002-00003-79550,1937047943-121975,997995562-121975,58943181-0121975,416422228-121975,816716839-00121975,1959690242-121975,245004509-0000121975
Component 00000000052969,00004-00007-52969,00004-00002-00001-83799,843943918-052969,335545105-052969,1974629939-0052969,882663428-052969,1277173846-00052969,63121011-052969,605684873-0000052969
Component 00000000081527,00002-00005-00004-81527,00004-00003-58919,892237462-081527,1199934553-081527,1507631644-0081527,1856902670-081527,318417215-00081527,629312301-081527,227000024-0000081527
Component 00000000075585,00006-00003-75585,00004-00009-16090,1739431051-075585,1735224567-075585,1731018083-0075585,1535416577-075585,1556448997-00075585,1537519819-075585,806577787-0000075585
Component 00000000075056,00001-00002-00007-75056,00012-1260,1199675901-075056,314461970-075056,1576731686-0075056,142731364-075056,273833725-00075056,1659080153-075056,1056367375-0000075056
Component 00000000006071,00001-00002-6071,00002-00001-00004-46362,1765233580-006071,1140278703-006071,515323826-0006071,445951280-006071,1423242018-00006071,1832170542-006071,1185204364-0000006071
Component 00000000094521,00001-00011-94521,00003-00003-00002-28563,1924493986-094521,389140903-094521,1001271467-0094521,1548055282-094521,634886109-00094521,1241990000-094521,752960081-0000094521
Component 00000000119912,00002-00002-119912,00008-21770,1016329698-119912,2110618746-119912,1057424147-0119912,402257351-119912,1373263052-00119912,2002596474-119912,161796880-0000119912
Component 00000000053780,00006-00012-53780,00004-00006-00004-23274,935335395-053780,2122827088-053780,1162835134-0053780,1620365860-053780,2125358336-00053780,2100361837-053780,112032635-0000053780
Component 00000000009461,00001-00004-00010-9461,00003-00003-00003-17748,727397145-009461,349675980-009461,2119438462-0009461,661531642-009461,402653820-00009461,1924134048-009461,1327269337-0000009461
Component 00000000077900,00004-00004-77900,00006-00010-80870,140435841-077900,809910005-077900,1479384169-0077900,397678090-077900,1345274564-00077900,62941008-077900,1724385274-0000077900
Component 00000000115691,00001-00002-00004-115691,00002-00003-00011-27142,850701856-115691,753467154-115691,656232452-0115691,429786103-115691,915959613-00115691,478403454-115691,520994703-0000115691
Component 00000000115781,00001-00001-00003-115781,00004-00005-00002-29629,858749955-115781,1079326157-115781,1299902359-0115781,819277517-115781,1863880154-00115781,708989416-115781,1340785636-0000115781
Component 00000000013592,00002-00005-00007-13592,00002-00001-00003-9857,938159645-013592,543338824-013592,148518003-0013592,42960826-013592,2017064931-00013592,1314113060-013592,247438512-0000013592
Component 00000000048506,00001-00003-00003-48506,00002-00005-00006-122687,617633944-048506,981566714-048506,1345499484-0048506,1088504113-048506,1416323910-00048506,906537728-048506,1372918551-0000048506
Component 00000000032209,00004-00002-00008-32209,00002-00008-36967,848510025-032209,726498655-032209,604487285-0032209,1373409521-032209,1983466371-00032209,1434415206-032209,176732009-0000032209
Component 00000000090394,00004-00003-00005-90394,00004-00001-00007-60054,1300289568-090394,1934764923-090394,421756631-0090394,933831404-090394,2056421923-00090394,1690335550-090394,324105877-0000090394
Component 00000000119160,00006-00002-119160,00001-00001-00004-64926,572230042-119160,885340179-119160,1198450316-0119160,1799427981-119160,233877296-00119160,569131089-119160,430726788-0000119160
Component 00000000022883,00003-00003-22883,00001-00012-22905,1258030825-022883,293904511-022883,1477261844-0022883,1742544830-022883,120725459-00022883,77124340-022883,1814085190-0000022883
