Component 00000000083064,00004-00002-00007-83064,00001-00002-00007-101901,1600831610-083064,451981592-083064,1450615221-0083064,1716180559-083064,1017979708-00083064,143121921-083064,976712288-0000083064
Component 00000000104663,00003-00006-104663,00002-00005-88977,551666611-104663,1965009448-104663,1230868638-0104663,1453059325-104663,828796081-00104663,1820129730-104663,1180830647-0000104663
Component 00000000064658,00003-00006-00009-64658,00002-00002-00004-80747,554986186-064658,645622991-064658,736259796-0064658,1729645758-064658,1276461733-00064658,610585532-064658,168845424-0000064658
Component 00000000015699,00004-00005-00008-15699,00002-00001-00006-68867,350377832-015699,1951284607-015699,1404707735-0015699,1758686951-015699,196604017-00015699,2031975387-015699,1876063676-0000015699
Component 00000000104274,00004-00002-00001-104274,00001-00005-00011-78076,1358921411-104274,1295866574-104274,1232811737-0104274,1521987287-104274,1837261472-00104274,479772882-104274,261390024-0000104274
Component 00000000044599,00004-00002-00009-44599,00005-00001-13235,756638936-044599,1866963927-044599,829805271-0044599,1994051648-044599,737393987-00044599,365147329-044599,996420695-0000044599
Component 00000000106091,00001-00006-00011-106091,00001-00002-00011-5406,952225321-106091,1127413374-106091,1302601427-0106091,1932653127-106091,1056712862-00106091,771317277-106091,2081188865-0000106091
Component 00000000094572,00002-00002-00010-94572,00001-00001-00008-53516,757231286-094572,1442806064-094572,2128380842-0094572,1795353314-094572,514963071-00094572,1452565925-094572,1567142534-0000094572
Component 00000000091990,00003-00002-91990,00001-00001-00002-104756,2060341310-091990,1436361064-091990,812380818-0091990,1862070437-091990,687004373-00091990,26576913-091990,923607843-0000091990
Component 00000000108537,00002-00002-108537,00002-00003-00010-73902,1597314293-108537,1968593158-108537,192388376-0108537,1350728246-108537,1641817568-00108537,91346990-108537,1013977648-0000108537
Component 00000000013672,00002-00001-00009-13672,00004-00005-12129,609862882-013672,1072965338-013672,1536067794-0013672,1595495528-013672,1427466895-00013672,1363944300-013672,424019765-0000013672
Component 00000000041414,00004-00002-00009-41414,00002-00003-00007-47652,2092284040-041414,2134791110-041414,29814533-0041414,2006393288-041414,1793857938-00041414,1985139753-041414,796009365-0000041414
Component 00000000099596,00001-00003-99596,00003-00002-00004-33973,1270285924-099596,1441983051-099596,1613680178-0099596,2081403819-099596,1222918184-00099596,921813432-099596,254683891-0000099596
Component 00000000018356,00001-00002-18356,00003-00001-00005-19713,1245741355-018356,766648812-018356,287556269-0018356,558331313-018356,806310381-00018356,1871619408-018356,1734470267-0000018356
Component 00000000000506,00001-00002-00012-506,00006-00007-14125,1751483114-000506,532726913-000506,1461454359-0000506,1697607658-000506,1348937722-00000506,1233243935-000506,2011848548-0000000506
Component 00000000019262,00002-00005-00009-19262,00004-00003-00007-45104,500063866-019262,770577150-019262,1041090434-0019262,735056258-019262,1529973485-00019262,599799616-019262,761917142-0000019262
Component 00000000048388,00003-00004-00002-48388,00001-00003-00012-66741,1900321564-048388,1120386076-048388,340450588-0048388,580672395-048388,185382541-00048388,970640139-048388,1073664617-0000048388
Component 00000000039338,00003-00005-39338,00002-00004-00012-113047,1791046274-039338,1311520117-039338,831993960-0039338,1082605953-039338,1332753091-00039338,248627208-039338,109865951-0000039338
Component 00000000090338,00003-00003-00001-90338,00004-00004-00002-58489,640267256-090338,433895597-090338,227523938-0090338,294918206-090338,1326776501-00090338,1471845859-090338,341525379-0000090338
Component 00000000108621,00001-00002-00006-108621,00007-76265,1057776772-108621,1040186964-108621,1022597156-0108621,204671084-108621,292620124-00108621,213465988-108621,1928541470-0000108621
Component 00000000017856,00001-00006-00007-17856,00004-00004-00011-5744,1053335793-017856,690063337-017856,326790881-0017856,614490853-017856,283369486-00017856,796127081-017856,1506989379-0000017856
Component 00000000025670,00001-00008-25670,00004-00005-00005-35404,2038308514-025670,587392766-025670,1283960665-0025670,388371440-025670,1200499239-00025670,1113829314-025670,510589781-0000025670
Component 00000000088025,00002-88025,00001-00003-00004-121411,1073286468-088025,1542327593-088025,2011368718-0088025,1273202737-088025,1075480759-00088025,2112423998-088025,1661908650-0000088025
Component 00000000037578,00003-00002-00008-37578,00005-63770,851470288-037578,88714969-037578,1473443297-0037578,1438801139-037578,957610440-00037578,746436975-037578,1022597490-0000037578
Component 00000000090813,00003-00002-00008-90813,00004-00006-00011-71784,744708236-090813,1248096623-090813,1751485010-0090813,462983065-090813,93524777-00090813,1285030695-090813,1303759497-0000090813
Component 00000000000209,00004-00006-00001-209,00002-00007-5805,1950995340-000209,1831818510-000209,1712641680-0000209,465886379-000209,1061770529-00000209,525474794-000209,756509792-0000000209
Component 00000000010790,00003-10790,00003-00001-00007-54958,1668042352-010790,1607926001-010790,1547809650-0010790,1973624799-010790,126722907-00010790,929941151-010790,1151777838-0000010790
Component 00000000024539,00004-00004-00008-24539,00001-00003-00006-69296,1897603824-024539,1818109299-024539,1738614774-0024539,1263344832-024539,1660817457-00024539,229350271-024539,1813461849-0000024539
Component 00000000087362,00002-00002-00002-87362,00004-00004-00004-98739,1037454223-087362,1636414209-087362,87890548-0087362,22242486-087362,1322409850-00087362,1870246140-087362,680151054-0000087362
Component 00000000078717,00002-00002-00002-78717,00002-103805,1239776596-078717,508045047-078717,1923797145-0078717,1184276645-078717,547967096-00078717,476400596-078717,1918511719-0000078717
Component 00000000035703,00003-00003-00005-35703,00004-00004-00007-11239,797403345-035703,1179973683-035703,1562544021-0035703,24711915-035703,259343872-00035703,1980910393-035703,2062119686-0000035703
Component 00000000075026,00001-00003-75026,00003-00006-00004-433,1666183766-075026,697674222-075026,1876648325-0075026,1938111116-075026,338207895-00075026,274882241-075026,149196466-0000075026
Component 00000000065121,00001-00004-65121,00003-00001-00012-93703,211856180-065121,51692108-065121,2039011683-0065121,1033833276-065121,1834653636-00065121,1113915312-065121,683129090-0000065121
Component 00000000075762,00002-00001-00011-75762,00002-00002-00007-21002,1854424867-075762,1191852367-075762,529279867-0075762,1931913322-075762,949808528-00075762,115715925-075762,1899787419-0000075762
Component 00000000094499,00004-00006-00002-94499,00004-00002-00005-51459,335587601-094499,1505877988-094499,528684728-0094499,186354725-094499,777353731-00094499,674951355-094499,1929222614-0000094499
Component 00000000055150,00004-00004-55150,00001-00003-00008-87251,539564819-055150,321639033-055150,103713247-0055150,707582433-055150,1797211363-00055150,816545326-055150,1461864671-0000055150
Component 00000000104556,00001-00004-00010-104556,00003-00003-00003-85998,251800580-104556,15456019-104556,1926595105-0104556,600249430-104556,1781972235-00104556,1792163534-104556,870142946-0000104556
Component 00000000016808,00003-00001-00012-16808,00003-00004-99935,878026978-016808,325849176-016808,1921155021-0016808,2014690992-016808,480612708-00016808,143296246-016808,798674204-0000016808
Component 00000000086732,00002-00002-00009-86732,00004-00004-81085,13647250-086732,1738788775-086732,1316446653-0086732,1004890803-086732,969117766-00086732,1216061864-086732,525391633-0000086732
Component 00000000093304,00004-00001-00003-93304,00004-00006-00006-18024,1887810954-093304,1637492982-093304,1387175010-0093304,484807547-093304,1736397407-00093304,609966533-093304,1535891842-0000093304
Component 00000000091115,00003-00011-91115,00002-00004-00012-80287,382361121-091115,1402110288-091115,274375808-0091115,1521813663-091115,718035122-00091115,2085680903-091115,1607701502-0000091115
Component 00000000035921,00001-00004-00002-35921,00004-00005-00011-17379,1995934652-035921,887977306-035921,1927503607-0035921,1947094546-035921,1044430335-00035921,353589572-035921,1699122963-0000035921
Component 00000000012317,00002-00004-00006-12317,00001-00006-00005-97726,2078623800-012317,1717080130-012317,1355536460-0012317,1723624981-012317,1383859684-00012317,1904396816-012317,1438043219-0000012317
Component 00000000089658,00003-00002-00010-89658,00003-00001-00011-39453,1629320230-089658,1110208300-089658,591096370-0089658,74711742-089658,522787745-00089658,334267707-089658,131356210-0000089658
Component 00000000058772,00002-00012-58772,00005-00004-39485,402159746-058772,1729070553-058772,908497713-0058772,1406566299-058772,1214463205-00058772,1816852719-058772,1093189741-0000058772
Component 00000000006495,00006-00008-6495,00002-00011-58212,1918385695-006495,1524722213-006495,1131058731-0006495,5575994-006495,1973893404-00006495,202407735-006495,804797165-0000006495
Component 00000000118423,00003-00004-00006-118423,00004-00006-103590,531384576-118423,1592579765-118423,506291307-0118423,1533485538-118423,522476887-00118423,2076629767-118423,1822422869-0000118423
Component 00000000011276,00001-00006-00005-11276,00003-00009-68558,1091208755-011276,656123829-011276,221038903-0011276,1464426314-011276,1492367297-00011276,1681968777-011276,1148214195-0000011276
Component 00000000122410,00001-00002-122410,00001-00002-00005-45271,1361206136-122410,623883744-122410,2034044999-0122410,2108292123-122410,1499936789-00122410,329469672-122410,772780334-0000122410
Component 00000000115054,00004-00002-00004-115054,00004-00001-9335,609521299-115054,1473151858-115054,189298770-0115054,619672294-115054,596486793-00115054,1261598838-115054,367160519-0000115054
Component 00000000073723,00003-00006-73723,00002-00008-87472,1493784922-073723,1210263138-073723,926741354-0073723,627880280-073723,2045489200-00073723,769641172-073723,129627481-0000073723
Component 00000000075748,00003-00001-00010-75748,00004-00003-00012-20604,1812035792-075748,943940108-075748,75844424-0075748,511584411-075748,557095537-00075748,945632253-075748,638548834-0000075748
Component 00000000004605,00006-00003-4605,00004-00002-5345,495508934-004605,255923782-004605,16338630-0004605,1760530944-004605,810973057-00004605,1880323520-004605,1831855267-0000004605
Component 00000000069899,00004-00004-00011-69899,00003-00006-00006-103928,951240134-069899,421720641-069899,2039684795-0069899,2113090311-069899,465720482-00069899,1304108234-069899,514525932-0000069899
Component 00000000044886,00001-00002-00010-44886,00004-00001-00002-21309,1018337925-044886,1565098803-044886,2111859681-0044886,1766436744-044886,1180116001-00044886,1493056305-044886,421703568-0000044886
Component 00000000030761,00001-00003-00003-30761,00004-00002-00003-119954,1005652508-030761,300642256-030761,1743115651-0030761,1172393638-030761,402477604-00030761,1524898764-030761,1673102024-0000030761
Component 00000000075069,00004-00001-00007-75069,00001-00004-00009-103541,1056044279-075069,900795181-075069,745546083-0075069,2116397614-075069,745159457-00075069,46538516-075069,342999067-0000075069
Component 00000000022373,00003-00001-22373,00004-00005-00010-8629,1251724366-022373,992968811-022373,734213256-0022373,513240007-022373,1807017782-00022373,1716359608-022373,149283032-0000022373
Component 00000000086915,00003-00010-86915,00004-00004-00002-86244,809570521-086915,1284288600-086915,1759006679-0086915,1284819059-086915,1058712311-00086915,2121201843-086915,2096156275-0000086915
Component 00000000111875,00001-00010-111875,00004-00009-43845,1214853239-111875,412938929-111875,1758508266-0111875,976714850-111875,691319106-00111875,1377672005-111875,1416425096-0000111875
Component 00000000023534,00004-00004-23534,00002-00003-00010-41142,344121756-023534,1302661166-023534,113716929-0023534,1736126554-023534,1238396798-00023534,1256856849-023534,1819253300-0000023534
Component 00000000037730,00004-37730,00002-00004-00008-68037,1690281738-037730,346086953-037730,1149375815-0037730,1995085899-037730,126125236-00037730,1593441468-037730,1914775863-0000037730
Component 00000000026973,00003-00002-00011-26973,00001-13910,1736746266-026973,1393532325-026973,1050318384-0026973,1196997480-026973,765583538-00026973,294862627-026973,1377302520-0000026973
Component 00000000028113,00003-00001-00007-28113,00004-00002-45840,1817775484-028113,1098652217-028113,379528950-0028113,226293563-028113,1674426251-00028113,1659597020-028113,887172462-0000028113
Component 00000000116060,00009-116060,00003-00001-00005-37458,934978798-116060,1816956322-116060,551450199-0116060,761215772-116060,646295446-00116060,320227010-116060,1712473255-0000116060
Component 00000000059931,00001-00004-00001-59931,00002-00005-00008-71937,2113062510-059931,579048117-059931,1192517371-0059931,1801550271-059931,881687648-00059931,1494815644-059931,1285330705-0000059931
Component 00000000025785,00004-00006-25785,00003-00006-00004-104173,254267468-025785,925080747-025785,1595894026-0025785,1650198618-025785,443615870-00025785,241050155-025785,303182224-0000025785
Component 00000000039618,00003-00005-00007-39618,00006-00001-120875,79522383-039618,1793253959-039618,1359501888-0039618,1591125233-039618,1612401941-00039618,734259445-039618,960611152-0000039618
Component 00000000017551,00001-00002-00001-17551,00001-00006-00003-120721,1645125234-017551,1015604398-017551,386083562-0017551,1178135746-017551,30772632-00017551,1492896164-017551,1295600992-0000017551
Component 00000000098773,00003-00003-00012-98773,00006-00001-47620,885200501-098773,852198302-098773,819196103-0098773,358335673-098773,523346668-00098773,1448578596-098773,714135409-0000098773
Component 00000000012308,00003-00002-00010-12308,00004-00004-00005-97479,1827530278-012308,419666036-012308,1159285441-0012308,118107598-012308,714977867-00012308,822039719-012308,4508276-0000012308
