Component 00000000113248,00003-00002-00005-113248,00002-00002-00001-82252,1508863102-113248,396945365-113248,1432511275-0113248,194202209-113248,1458823600-00113248,1823902901-113248,1571994469-0000113248
Component 00000000006756,00001-00001-00009-6756,00002-00004-65550,710809962-006756,684834649-006756,658859336-0006756,524749105-006756,654625670-00006756,1611478585-006756,1007282234-0000006756
Component 00000000084620,00004-00003-84620,00003-00006-00005-21923,1863599420-084620,1378145640-084620,892691860-0084620,1941411207-084620,73712813-00084620,36654450-084620,1539457386-0000084620
Component 00000000077370,00006-00007-77370,00003-00006-955,1553647880-077370,1410890977-077370,1268134074-0077370,2146130849-077370,712431717-00077370,1143767477-077370,988141307-0000077370
Component 00000000010943,00003-00002-00010-10943,00001-00006-00011-59226,418282528-010943,2010989261-010943,1456212347-0010943,1428889610-010943,2055290533-00010943,1706278067-010943,592202711-0000010943
Component 00000000011265,00002-00007-11265,00003-00005-00007-68283,1511928619-011265,109909823-011265,855374674-0011265,86010070-011265,653653109-00011265,787019468-011265,427736019-0000011265
Component 00000000019543,00003-00006-00004-19543,00003-00001-00001-52963,432960131-019543,316030584-019543,199101037-0019543,130586219-019543,715233954-00019543,1262792816-019543,130888492-0000019543
Component 00000000016292,00002-00003-00003-16292,00001-00006-00001-85476,1393016182-016292,321572377-016292,1397612219-0016292,2041340991-016292,956109075-00016292,1503321070-016292,1360406698-0000016292
Component 00000000099329,00004-00006-00009-99329,00001-00002-00002-63156,1116079607-099329,97406301-099329,1226216642-0099329,1102548147-099329,1900947383-00099329,1611884800-099329,1424500797-0000099329
Component 00000000105564,00004-00004-00004-105564,00004-00002-00009-114214,812350717-105564,1881344954-105564,802855544-0105564,45221860-105564,1142701616-00105564,584466565-105564,1945717186-0000105564
Component 00000000120731,00001-00002-120731,00003-00001-00009-44703,321703943-120731,611433485-120731,901163027-0120731,1488684848-120731,40037138-00120731,1343820077-120731,1058732853-0000120731
Component 00000000010728,00003-00004-00003-10728,00003-00001-00012-53208,2107851733-010728,243580110-010728,526792134-0010728,811249368-010728,1542672895-00010728,669643356-010728,311443505-0000010728
Component 00000000046860,00002-00008-46860,00002-00006-00002-76572,1542914217-046860,522637568-046860,1649844566-0046860,377878798-046860,1184294749-00046860,1961758946-046860,1493994596-0000046860
Component 00000000045227,00002-45227,00001-00005-00003-30826,2127071962-045227,1088814620-045227,50557278-0045227,1163714756-045227,2060034172-00045227,1682843427-045227,553302512-0000045227
Component 00000000070780,00003-00008-70780,00001-00003-00005-5036,1894419432-070780,1806025772-070780,1717632112-0070780,1902294216-070780,196778869-00070780,1946491046-070780,1087856538-0000070780
Component 00000000001244,00004-00005-00009-1244,00001-00001-00007-34756,742033391-001244,535197029-001244,328360667-0001244,1447888069-001244,334586232-00001244,1551306250-001244,1940851666-0000001244
Component 00000000113233,00003-00001-00003-113233,00002-00001-00004-81852,658261934-113233,998347464-113233,1338432994-0113233,2120024610-113233,419596960-00113233,1949981845-113233,1147267933-0000113233
Component 00000000056137,00002-00004-00003-56137,00001-00006-00002-89221,1341581981-056137,2101178514-056137,713291400-0056137,601050009-056137,1098034638-00056137,1294993566-056137,1553342596-0000056137
Component 00000000001873,00003-00004-00001-1873,00004-00005-00002-52379,1071841693-001873,211169807-001873,1497981568-0001873,131444515-001873,139836651-00001873,561780458-001873,1164629410-0000001873
Component 00000000036807,00002-00001-00004-36807,00002-00005-00002-42187,1149264283-036807,410008569-036807,1818236502-0036807,1802584153-036807,1203895429-00036807,24728363-036807,1896924621-0000036807
Component 00000000104474,00004-00006-00006-104474,00001-00004-00002-83696,649461258-104474,434768509-104474,220075760-0104474,2048022990-104474,974003088-00104474,1081627541-104474,828524607-0000104474
Component 00000000069676,00001-00005-00009-69676,00001-00009-97665,1338695174-069676,1635505806-069676,1932316438-0069676,701625297-069676,1365055784-00069676,553219981-069676,981087058-0000069676
Component 00000000093616,00001-00005-00003-93616,00002-00010-26712,2000477479-093616,84593675-093616,316193518-0093616,1421909806-093616,263910591-00093616,232368061-093616,1878052118-0000093616
Component 00000000018231,00001-00003-00005-18231,00002-00001-16212,1607554285-018231,1783024034-018231,1958493783-0018231,454160700-018231,1724295602-00018231,1440167649-018231,1244558524-0000018231
Component 00000000109936,00001-00001-00008-109936,00002-00006-00003-113077,1857457474-109936,704481389-109936,1698988951-0109936,698950350-109936,21379834-00109936,201696569-109936,1639715529-0000109936
Component 00000000069130,00005-00009-69130,00001-00011-82405,1985268113-069130,1709333710-069130,1433399307-0069130,413609626-069130,1793281641-00069130,1625318651-069130,669531286-0000069130
Component 00000000038106,00001-00005-00003-38106,00003-00005-00005-78538,1541969177-038106,101985849-038106,809486168-0038106,422254473-038106,1179720172-00038106,1142246137-038106,1801805911-0000038106
Component 00000000016225,00006-00001-16225,00004-00007-25669,67302088-016225,1686340872-016225,1157896009-0016225,1281271820-016225,1776012488-00016225,471752428-016225,57783024-0000016225
Component 00000000106651,00001-00006-00012-106651,00004-00005-00012-21124,497795050-106651,2055296169-106651,1465313641-0106651,1948413500-106651,603358846-00106651,95921117-106651,532001281-0000106651
Component 00000000046491,00001-00004-00003-46491,00001-00006-00004-66226,646780112-046491,837989285-046491,1029198458-0046491,256748591-046491,1448186373-00046491,1234885828-046491,725938377-0000046491
Component 00000000003413,00003-00004-00007-3413,00004-00004-00012-95484,1967878030-003413,22593006-003413,224791629-0003413,2110834834-003413,1099841719-00003413,935993699-003413,1608103221-0000003413
Component 00000000027731,00001-00004-00002-27731,00006-00012-35125,1285533375-027731,1175103999-027731,1064674623-0027731,224675933-027731,776822813-00027731,279890621-027731,1242674448-0000027731
Component 00000000011087,00002-00006-00011-11087,00004-00006-00008-63279,1222985727-011087,269378658-011087,1463255236-0011087,1143941291-011087,1617009342-00011087,547003002-011087,1482015530-0000011087
Component 00000000005029,00004-00003-00011-5029,00005-17225,1270666702-005029,365865965-005029,1608548875-0005029,1411245721-005029,1640282112-00005029,789904266-005029,1283899078-0000005029
Component 00000000019293,00003-00001-00001-19293,00003-00001-00008-45963,1554221036-019293,1242560959-019293,930900882-0019293,397351007-019293,1955651392-00019293,1626922869-019293,54817375-0000019293
Component 00000000005317,00002-00004-5317,00004-00006-00010-25269,1284292301-005317,436224216-005317,1735639778-0005317,2028921295-005317,1974294426-00005317,1379213514-005317,270171479-0000005317
Component 00000000032965,00002-00010-32965,00002-00003-00003-58152,2080687890-032965,135193994-032965,337183745-0032965,66030755-032965,1203565647-00032965,1038777703-032965,156721869-0000032965
Component 00000000000986,00001-00006-00011-986,00001-00001-00003-27511,1032446539-000986,2014654120-000986,849378054-0000986,351132160-000986,1882545196-00000986,933770193-000986,569508320-0000000986
Component 00000000010631,00001-00005-00010-10631,00001-00001-00001-50506,1134541217-010631,2094385486-010631,906746108-0010631,1516089853-010631,1011835802-00010631,2109909542-010631,1830691721-0000010631
Component 00000000004164,00004-00006-00004-4164,00001-00001-00010-116516,304006606-004164,276606545-004164,249206484-0004164,48845471-004164,185845776-00004164,1136287325-004164,707788895-0000004164
Component 00000000108525,00004-00001-108525,00004-00003-00001-73594,604902277-108525,164808263-108525,1872197896-0108525,735179068-108525,788165491-00108525,955226075-108525,918941005-0000108525
Component 00000000081525,00003-00002-81525,00002-00001-00006-58857,943854564-081525,1291039882-081525,1638225200-0081525,602473311-081525,1014030368-00081525,428880652-081525,1142093713-0000081525
Component 00000000022294,00004-00006-00012-22294,00004-00010-6419,1043611823-022294,79799227-022294,1263470278-0022294,1543341151-022294,2067436837-00022294,2025247449-022294,1047054035-0000022294
Component 00000000052607,00002-00002-00009-52607,00002-00005-00005-113937,1625827570-052607,432799311-052607,1387254699-0052607,672273654-052607,194964008-00052607,195045960-052607,145964822-0000052607
Component 00000000020467,00002-00006-00005-20467,00004-00001-00008-78814,1433377705-020467,878821390-020467,324265075-0020467,1380942015-020467,2006239943-00020467,584478349-020467,503705497-0000020467
Component 00000000116399,00004-00003-00010-116399,00003-00002-46945,1959792921-116399,1073632708-116399,187472495-0116399,856953707-116399,992787478-00116399,226291990-116399,637091542-0000116399
Component 00000000048053,00003-00005-00005-48053,00005-00008-109975,2046406851-048053,1987306855-048053,1928206859-0048053,1327540692-048053,1623040672-00048053,1357090690-048053,1123042500-0000048053
Component 00000000007920,00003-00003-7920,00001-00005-98155,2026939900-007920,1064909621-007920,102879342-0007920,1539369779-007920,2054553880-00007920,946643095-007920,994988928-0000007920
Component 00000000118943,00003-00006-00006-118943,00004-00002-00008-118204,504997050-118943,1207622877-118943,1910248704-0118943,1296353131-118943,2078191290-00118943,2018782041-118943,530475431-0000118943
Component 00000000106442,00002-00011-106442,00001-00001-00012-15261,1228096391-106442,455697259-106442,1830781774-0106442,273960488-106442,1988472501-00106442,660160054-106442,156042471-0000106442
Component 00000000059100,00006-00002-59100,00003-00010-48695,246393992-059100,282474552-059100,318555112-0059100,1996301152-059100,1815898352-00059100,1978260872-059100,1873612444-0000059100
Component 00000000113032,00002-00003-00010-113032,00003-00006-00006-76173,485991947-113032,198815064-113032,2059121828-0113032,516556827-113032,1952441242-00113032,1733887092-113032,1738177515-0000113032
Component 00000000007103,00003-00005-00005-7103,00003-00005-75283,683251306-007103,657731203-007103,632211100-0007103,519268134-007103,646868649-00007103,1605770009-007103,454546240-0000007103
Component 00000000013545,00012-13545,00003-00001-8568,198596537-013545,1182417137-013545,18754090-0013545,669255403-013545,45119697-00013545,177345103-013545,2116447035-0000013545
Component 00000000103206,00001-00005-00012-103206,00004-00002-48204,2000216826-103206,1601030038-103206,1201843250-0103206,1967010431-103206,1815460724-00103206,19120178-103206,522794191-0000103206
Component 00000000008126,00001-00006-00001-8126,00003-00006-00006-103928,924327078-008126,1275198455-008126,1626069832-0008126,1835461510-008126,81104625-00008126,586283998-008126,1528101221-0000008126
Component 00000000106512,00002-00003-106512,00001-00004-00010-17196,834986980-106512,945962638-106512,1056938296-0106512,1922339099-106512,1367460809-00106512,1866851270-106512,1858260760-0000106512
Component 00000000113510,00005-00007-113510,00004-00007-89590,855268747-113510,1075401721-113510,1295534695-0113510,794299751-113510,1841118528-00113510,684233264-113510,1503369932-0000113510
Component 00000000055130,00005-00010-55130,00002-00004-00002-61037,392618401-055130,1957821494-055130,1375540940-0055130,69298943-055130,833218066-00055130,360439220-055130,628885725-0000055130
Component 00000000033523,00003-00009-33523,00004-00001-00008-73809,579041207-033523,256722563-033523,2081887566-0033523,2126456149-033523,1590565722-00033523,140131824-033523,1605164578-0000033523
Component 00000000081572,00002-00001-00010-81572,00002-00003-00009-60147,549830948-081572,2016899892-081572,1336485189-0081572,835714381-081572,2090304249-00081572,102179909-081572,964595929-0000081572
Component 00000000022670,00004-00011-22670,00003-00011-16950,1611060646-022670,713448824-022670,1963320649-0022670,1026560219-022670,1219652035-00022670,1475366130-022670,851728459-0000022670
Component 00000000015418,00003-00004-15418,00001-00006-00006-60976,2130964940-015418,151633555-015418,319785817-0015418,1696415059-015418,855653749-00015418,1612338928-015418,2090029187-0000015418
Component 00000000042719,00004-00005-00001-42719,00001-00002-00007-84156,1145138638-042719,1844533492-042719,396444699-0042719,706050705-042719,1504043729-00042719,356353278-042719,110993985-0000042719
Component 00000000025650,00002-00001-25650,00003-00006-00003-100428,130996612-025650,1703182537-025650,1127884815-0025650,146344506-025650,875349469-00025650,433993367-025650,1865153845-0000025650
Component 00000000033477,00002-00003-00002-33477,00003-00001-00009-72458,1927300815-033477,955493691-033477,2131170214-0033477,2039295535-033477,455880214-00033477,377715450-033477,1561677573-0000033477
Component 00000000024074,00004-00001-00011-24074,00003-00003-00010-56248,273720432-024074,263910242-024074,254100052-0024074,1945409864-024074,1994460814-00024074,1950314959-024074,1084522132-0000024074
Component 00000000110031,00001-00005-00012-110031,00002-00004-115717,1207998910-110031,715596874-110031,223194838-0110031,948820281-110031,1263346814-00110031,1195021299-110031,348059430-0000110031
Component 00000000112461,00001-00006-00011-112461,00002-60270,525318502-112461,694406745-112461,863494988-0112461,1209905523-112461,364464308-00112461,51619578-112461,1519064984-0000112461
Component 00000000027733,00003-00006-00004-27733,00002-00005-00009-35187,1551392769-027733,1698511402-027733,1845630035-0027733,1170453705-027733,434860540-00027733,23152565-027733,958020469-0000027733
