Component 00000000071551,00001-00004-00012-71551,00001-00002-00001-26651,1295239515-071551,70182386-071551,992608904-0071551,935769051-071551,618603755-00071551,474555792-071551,2029012347-0000071551
Component 00000000040285,00011-40285,00002-00002-00007-15997,220099104-040285,435306371-040285,650513638-0040285,993975142-040285,2065422454-00040285,1960113332-040285,1735794205-0000040285
Component 00000000006716,00001-00003-00008-6716,00003-00004-64445,1311129919-006716,221125213-006716,1278604154-0006716,2132992853-006716,1140565442-00006716,530511559-006716,495841188-0000006716
Component 00000000055028,00003-00001-00012-55028,00002-00003-00003-58152,574339744-055028,1583945160-055028,446066929-0055028,148078539-055028,1542502400-00055028,1790759478-055028,372231854-0000055028
Component 00000000035099,00004-00001-00012-35099,00003-00004-00001-117898,1956886005-035099,524073817-035099,1238745276-0035099,1184971591-035099,1906581590-00035099,1901377685-035099,1703751547-0000035099
Component 00000000085581,00001-00006-00002-85581,00006-48880,1776455419-085581,741116750-085581,1853261728-0085581,2028395677-085581,762638081-00085581,1472323188-085581,33215106-0000085581
Component 00000000093956,00001-00002-00005-93956,00001-00001-00004-36261,46342161-093956,254143031-093956,461943901-0093956,1534749768-093956,495745418-00093956,1430849333-093956,1517746888-0000093956
Component 00000000110175,00002-110175,00001-119770,1481058713-110175,1227256984-110175,973455255-0110175,982834915-110175,104359913-00110175,35993956-110175,29669776-0000110175
Component 00000000103429,00004-00004-00001-103429,00001-00002-00001-54406,522900245-103429,178540043-103429,1981663488-0103429,1001299624-103429,575616987-00103429,1173479725-103429,742158447-0000103429
Component 00000000058359,00004-00002-58359,00004-00005-00007-27879,681900304-058359,71920728-058359,1609424799-0058359,1162661926-058359,2065076159-00058359,1467651714-058359,1248395190-0000058359
Component 00000000051474,00004-00003-00007-51474,00001-00004-00005-82191,996937381-051474,1167896752-051474,1338856123-0051474,1772274110-051474,917477255-00051474,613052601-051474,1461178251-0000051474
Component 00000000059450,00006-00001-59450,00003-00006-00006-58428,140040362-059450,1554298690-059450,821073371-0059450,12092566-059450,1530735514-00059450,1452447049-059450,2115816532-0000059450
Component 00000000120836,00001-00002-00001-120836,00002-00003-00007-47652,1014558247-120836,350218661-120836,1833362722-0120836,1006343031-120836,33073667-00120836,1338512824-120836,1061360999-0000120836
Component 00000000048876,00001-00002-00009-48876,00004-00004-00012-9489,1925367068-048876,739407572-048876,1700931723-0048876,240906334-048876,1875736520-00048876,833886082-048876,2018352430-0000048876
Component 00000000075090,00001-00002-75090,00002-00005-00011-2182,170599751-075090,742041445-075090,1313483139-0075090,2115718146-075090,1405993323-00075090,1829997299-075090,1199795020-0000075090
Component 00000000094528,00003-00005-94528,00002-00004-00001-52287,2113504893-094528,1433400044-094528,753295195-0094528,266932598-094528,1519973196-00094528,1680726846-094528,1630138210-0000094528
Component 00000000017286,00001-00003-00009-17286,00002-00004-00010-113292,1518648104-017286,51827271-017286,732490085-0017286,171056231-017286,1062709455-00017286,1978208471-017286,615271860-0000017286
Component 00000000003995,00005-00004-3995,00002-00002-00009-111757,1131053360-003995,228348208-003995,1473126703-0003995,299526428-003995,518084894-00003995,750879004-003995,1166669284-0000003995
Component 00000000043540,00003-43540,00001-00002-00005-107151,1265023075-043540,1654837074-043540,2044651073-0043540,1917391027-043540,2115804679-00043540,648742204-043540,689191317-0000043540
Component 00000000080508,00003-00001-00012-80508,00002-00005-3775,1139106592-080508,1935348555-080508,584106871-0080508,28394328-080508,342151807-00080508,704015170-080508,145226128-0000080508
Component 00000000012446,00001-00005-12446,,431106738-012446,299730791-012446,168354844-0012446,1575566073-012446,84962161-00012446,567512223-012446,1532680239-0000012446
Component 00000000123394,00004-00005-00011-123394,00002-00002-00011-119247,1045031122-123394,762142446-123394,479253770-0123394,209832218-123394,1624275598-00123394,351276556-123394,38759763-0000123394
Component 00000000099721,00001-00006-00011-99721,00002-00005-00002-13977,573041534-099721,844608649-099721,1116175764-0099721,1932886553-099721,575050978-00099721,723361172-099721,317588203-0000099721
Component 00000000066249,00004-00001-00001-66249,00002-00002-00010-1752,1395000046-066249,1799635801-066249,56787909-0066249,618739517-066249,743044389-00066249,1490163463-066249,2050373471-0000066249
Component 00000000044858,00003-00002-00008-44858,00001-00005-00004-61871,2042016536-044858,156430973-044858,418329057-0044858,1859171728-044858,549681308-00044858,1728222686-044858,165765295-0000044858
Component 00000000063629,00004-00006-00007-63629,00003-00006-00009-51918,2013793335-063629,300199724-063629,734089760-0063629,1582623611-063629,1560657078-00063629,1365678593-063629,1684518386-0000063629
Component 00000000054340,00006-54340,00002-00005-00010-38932,228196312-054340,1091814480-054340,1955432648-0054340,1311488167-054340,1288364621-00054340,879679083-054340,162207801-0000054340
Component 00000000085817,00002-00004-00004-85817,00005-00009-55480,353795554-085817,1628982368-085817,756685535-0085817,2070813917-085817,2137330788-00085817,1433220510-085817,988150851-0000085817
Component 00000000080494,00004-00001-00011-80494,00004-00004-00008-29999,1471217944-080494,793817649-080494,116417354-0080494,1903300165-080494,995334346-00080494,1168258489-080494,207209315-0000080494
Component 00000000000100,00002-00009-100,00005-00005-2735,514236464-000100,1394471764-000100,127223417-0000100,255975574-000100,149766368-00000100,1963341571-000100,1369963108-0000000100
Component 00000000063310,00002-63310,00005-00007-42985,31828566-063310,340328085-063310,648827604-0063310,1035411532-063310,1640397584-00063310,1954903596-063310,1526691515-0000063310
Component 00000000100708,00003-00006-00010-100708,00004-00006-00002-101779,1007517856-100708,702406721-100708,397295586-0100708,168271514-100708,1693827189-00100708,1394568905-100708,1112290240-0000100708
Component 00000000003005,00002-00002-3005,00004-00003-00010-84094,1543153575-003005,934517282-003005,325880989-0003005,1015322599-003005,1911020417-00003005,245898922-003005,404888443-0000003005
Component 00000000067395,00006-00003-67395,00004-00009-33835,1057280942-067395,71624104-067395,1233450913-0067395,497564533-067395,1130881429-00067395,990392952-067395,1511653012-0000067395
Component 00000000050790,00005-00012-50790,00004-00001-00001-63064,237724800-050790,1626167446-050790,867126445-0050790,1005200074-050790,505437785-00050790,310978751-050790,1547851316-0000050790
Component 00000000079331,00001-00005-79331,00002-00002-120967,174613812-079331,2116901709-079331,1911705959-0079331,960038172-079331,1986016922-00079331,1062636047-079331,1717099921-0000079331
Component 00000000100597,00002-00003-100597,00002-00005-00007-98677,1852711787-100597,335642214-100597,966056288-0100597,215539671-100597,1358436595-00100597,2047816281-100597,1508406473-0000100597
Component 00000000103470,00003-00003-103470,00003-00011-55573,373996944-103470,1740200483-103470,958920375-0103470,1136617352-103470,748050598-00103470,1527257406-103470,381704054-0000103470
Component 00000000006124,00004-00006-00001-6124,00001-47866,1103322160-006124,8084917-006124,1060331321-0006124,597665226-006124,1778884147-00006124,71542024-006124,1110370478-0000006124
Component 00000000059650,00003-00006-59650,00001-00003-00008-64046,1589064958-059650,350359857-059650,1259138403-0059650,567667852-059650,318742416-00059650,113278579-059650,1589626243-0000059650
Component 00000000003771,00001-00005-00001-3771,00003-00005-00002-105523,602762158-003771,1230889879-003771,1859017600-0003771,2075927392-003771,1082772434-00003771,688121708-003771,312975400-0000003771
Component 00000000058147,00002-00005-00011-58147,00005-00002-21985,1191279505-058147,946156154-058147,701032803-0058147,1113957040-058147,192090148-00058147,162776892-058147,986004697-0000058147
Component 00000000064041,00001-00005-00003-64041,00002-00009-63462,2062142304-064041,1957279110-064041,1852415916-0064041,1271244689-064041,1795560659-00064041,1323676286-064041,128113268-0000064041
Component 00000000053573,00003-00002-53573,00001-00006-00012-17471,808462657-053573,346253264-053573,2031527518-0053573,939885390-053573,1103448708-00053573,97248263-053573,568824621-0000053573
Component 00000000100917,00002-00005-00011-100917,00003-00004-00003-107643,301445312-100917,1327473887-100917,206018815-0100917,1745449142-100917,910273561-00100917,158693031-100917,1472170008-0000100917
Component 00000000101125,00003-00011-101125,00001-00006-00012-113476,171116747-101125,1052520364-101125,1933923981-0101125,1043261055-101125,931210264-00101125,1676301070-101125,1833502624-0000101125
Component 00000000060985,00001-00002-60985,00001-00010-101410,1753107959-060985,1050645416-060985,348182873-0060985,969671152-060985,187016573-00060985,247160600-060985,649213218-0000060985
Component 00000000095851,00001-00002-95851,00004-00003-00008-89344,2067910698-095851,107810462-095851,295193873-0095851,1492329720-095851,555412665-00095851,324896191-095851,1253280099-0000095851
Component 00000000070777,00002-00005-70777,00004-00002-00004-4944,538075925-070777,213923644-070777,2037255010-0070777,922817649-070777,396095407-00070777,11151966-070777,856076685-0000070777
Component 00000000122315,00004-00011-122315,00003-00005-00001-89038,2126400497-122315,577829890-122315,1176742930-0122315,1108911879-122315,261830326-00122315,809455359-122315,693477288-0000122315
Component 00000000068508,00003-00006-00011-68508,00002-00002-00010-64997,1064496591-068508,1400058370-068508,1735620149-0068508,1233115520-068508,1702790272-00068508,2139076454-068508,774211572-0000068508
Component 00000000107160,00004-00001-107160,00006-00010-35370,1339434819-107160,1810518285-107160,134118104-0107160,564662803-107160,356729120-00107160,329121070-107160,77118651-0000107160
Component 00000000062778,00003-00002-00001-62778,00004-00002-28095,1701861750-062778,1397050537-062778,1092239324-0062778,877161625-062778,253734043-00062778,2103309055-062778,1805504978-0000062778
Component 00000000063976,00001-00003-00003-63976,00001-00002-00005-61651,1287766779-063976,1299730296-063976,1311693813-0063976,794255530-063976,734437945-00063976,1862015595-063976,1021993335-0000063976
Component 00000000098760,00004-00012-98760,00003-00003-00011-47253,418776716-098760,1299869974-098760,33479585-0098760,202126789-098760,91627793-00098760,1909063807-098760,133627215-0000098760
Component 00000000085873,00003-00004-00008-85873,00001-00003-00002-57046,2094289222-085873,1710505202-085873,1326721182-0085873,660633428-085873,432069881-00085873,852525438-085873,1664646882-0000085873
Component 00000000087533,00003-00005-00004-87533,00004-00005-00003-120734,927012567-087533,1188617192-087533,1450221817-0087533,1803676821-087533,495653696-00087533,599132685-087533,332858239-0000087533
Component 00000000119263,00003-00004-00001-119263,00004-00003-00006-3594,2066366012-119263,583798554-119263,1248714743-0119263,1028804650-119263,1999190999-00119263,1770088379-119263,1651409027-0000119263
Component 00000000037605,00001-00009-37605,00002-00004-00005-64537,1527367140-037605,1149494157-037605,771621174-0037605,1454138464-037605,1196019732-00037605,569333132-037605,1686646007-0000037605
Component 00000000053168,00003-00003-00011-53168,00003-00004-00007-6143,823685999-053168,800000796-053168,776315593-0053168,748695477-053168,867121492-00053168,1834279902-053168,434000940-0000053168
Component 00000000024343,00003-00004-00007-24343,00001-00005-00001-63831,561564302-024343,351740236-024343,141916170-0024343,1122515336-024343,24152019-00024343,1227427369-024343,789560236-0000024343
Component 00000000123274,00004-00004-00008-123274,00001-00002-00006-115901,1688038265-123274,319153552-123274,1097752486-0123274,795380918-123274,1197353542-00123274,406081451-123274,1828358271-0000123274
Component 00000000047442,00002-00003-00005-47442,00001-00004-92876,1949685158-047442,1047448125-047442,145211092-0047442,67120174-047442,283338045-00047442,1591980514-047442,575339548-0000047442
Component 00000000046587,00002-00002-00008-46587,00003-00006-00002-68928,1795818635-046587,1876867239-046587,1957915843-0046587,1431708635-046587,1026465615-00046587,1391184333-046587,1869197907-0000046587
Component 00000000038789,00004-00002-00010-38789,00002-00005-00007-61367,584930698-038789,1675780915-038789,619147485-0038789,877816871-038789,1866016727-00038789,1406133586-038789,1208781809-0000038789
Component 00000000031487,00002-00001-00001-31487,00001-00003-16796,1948221993-031487,38584915-031487,276431484-0031487,1672620531-031487,483387686-00031487,479955423-031487,1046253846-0000031487
Component 00000000039674,00004-00005-00011-39674,00002-00012-122472,1668414995-039674,67373753-039674,613816158-0039674,1327326050-039674,742597672-00039674,2127846671-039674,387224343-0000039674
Component 00000000060941,00001-00006-00010-60941,00004-00002-00010-100214,1082201802-060941,1901251207-060941,572816965-0060941,1077650475-060941,1277370744-00060941,1741867596-060941,116530504-0000060941
Component 00000000023820,00006-00004-23820,00002-00005-00008-49187,681460644-023820,1856843185-023820,884742079-0023820,779197237-023820,1344735473-00023820,1265247790-023820,534669746-0000023820
Component 00000000024965,00003-00005-24965,00003-00001-00010-81208,1506949268-024965,2002708091-024965,350983267-0024965,855190243-024965,523879775-00024965,1681052655-024965,1148340152-0000024965
